numero,nombre,cuit,categoria,contribuyente,contacto,mail,telefono,razon,importe,fecha,nro_cuenta,ciudad
P00032,Repuestos Zeta,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Ruiz,roberto.ruiz@empresa.zom,2345-6789,S.R.L,,2024-01-01,509100,Merlo
P00025,Servicios Delta,30-98765437-1,Agente impositivo,Responsable inscripto,Sergio García,sergio.garcia@empresa.zom,5678-9012,S.A,,2024-06-05,506100,Santiago del Estero
P00098,Consultora Alpha,30-98765437-1,Materiales,Monotributista,Consultora Alpha,consultora.alpha@correo.zom,8901-2345,S.R.L,,2024-04-04,516000,San Martín
P00066,Marta López,30-98765437-1,Servicios,Monotributista,Marta López,marta.lopez@correo.zom,6789-0123,S.R.L,,2024-03-13,506100,Mendoza
P00016,Marketing Global,30-98765437-1,Servicios,Responsable inscripto,Gabriela Gómez,gabriela.gomez@empresa.com,6789-0123,S.R.L,,2024-04-10,514100,Buenos Aires
P00089,Mariana Morales,30-98765437-1,Servicios,Responsable inscripto,Mariana Morales,mariana.morales@correo.com,9012-3456,S.A,,2024-01-25,506100,Buenos Aires
P00053,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.com,3456-7890,S.A,,2024-01-03,501400,Rawson
P00013,Repuestos Omega,30-98765437-1,Servicios,Monotributista,Sergio Castro,sergio.castro@correo.zom,3456-7890,S.A,,2024-04-14,503100,Río Cuarto
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L,,2024-02-27,514100,San Juan
P00013,Repuestos Omega,30-98765437-1,Servicios,Monotributista,Sergio Castro,sergio.castro@correo.zom,3456-7890,S.A,,2024-02-01,503100,General Roca
P00087,Consultora Zeta SRL,30-98765437-1,Servicios,Responsable inscripto,Consultora Zeta,consultora.zeta@correo.zom,7890-1234,S.R.L,,2024-03-19,501400,San Nicolás
P00005,Carlos Méndez,30-98765437-1,Servicios,Monotributista,Carlos Méndez,carlos.mendez@correo.com,5678-9012,S.A,,2024-03-28,514100,Jujuy
P00098,Consultora Alpha,30-98765437-1,Materiales,Monotributista,Consultora Alpha,consultora.alpha@correo.zom,8901-2345,S.R.L,,2024-02-25,516000,Buenos Aires
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L,,2024-03-14,516000,Río Grande
P00095,Servicios Consultores,30-98765437-1,Servicios,Responsable inscripto,Servicios Consultores,servicios.consultores@correo.com,5678-9012,S.A,,2024-03-30,506100,Buenos Aires
P00050,Servicios Zeta,30-98765437-1,Servicios,Monotributista,Servicios Zeta,servicios.zeta@empresa.zom,0123-4567,S.R.L,,2024-01-04,509100,Trelew
P00026,Carlos López,30-98765437-1,Materiales,Monotributista,Carlos López,carlos.lopez@correo.com,6789-0123,S.R.L,,2024-05-07,509100,Junín
P00062,Ana Gómez,30-98765437-1,Materiales,Monotributista,Ana Gómez,ana.gomez@correo.com,2345-6789,S.R.L,,2024-06-17,514100,Buenos Aires
P00001,Proveedora S.A.,30-98765437-1,Servicios,Responsable inscripto,Juan Pérez,juan.perez@empresa.com,1234-5678,S.A,,2024-03-18,501400,Viedma
P00091,Pedro Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Morales,pedro.morales@correo.zom,1234-5678,S.A,,2024-04-18,514100,Cordoba
P00096,Mariana Fernández,30-98765437-1,Materiales,Monotributista,Mariana Fernández,mariana.fernandez@correo.com,6789-0123,S.R.L,,2024-03-04,509100,San Rafael
P00023,Inversiones Sigma,30-98765437-1,Servicios,Responsable inscripto,Carlos Jiménez,carlos.jimenez@empresa.com,3456-7890,S.A,,2024-02-29,501400,Jujuy
P00039,Estudio Zeta,30-98765437-1,Agente impositivo,Responsable inscripto,Estudio Zeta,estudio.zeta@correo.zom,9012-3456,S.A,,2024-03-23,514100,San Rafael
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L,,2024-06-09,514100,Merlo
P00084,Fernando Pérez,30-98765437-1,Servicios,Monotributista,Fernando Pérez,fernando.perez@correo.zom,4567-8901,S.R.L,,2024-02-12,509100,Junín
P00071,Servicios Gamma,30-98765437-1,Agente impositivo,Responsable inscripto,Servicios Gamma,servicios.gamma@correo.zom,1234-5678,S.A,,2024-03-03,503100,Buenos Aires
P00042,Gabriela López,30-98765437-1,Materiales,Responsable inscripto,Gabriela López,gabriela.lopez@correo.zom,2345-6789,S.R.L,,2024-02-14,503100,General Roca
P00096,Mariana Fernández,30-98765437-1,Materiales,Monotributista,Mariana Fernández,mariana.fernandez@correo.com,6789-0123,S.R.L,,2024-05-11,509100,Mendoza
P00046,Pedro Ruiz,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Ruiz,pedro.ruiz@correo.com,6789-0123,S.R.L,,2024-01-26,516000,Río Cuarto
P00092,Consultora Zeta,30-98765437-1,Servicios,Monotributista,Consultora Zeta,consultora.zeta@empresa.zom,2345-6789,S.R.L,,2024-02-22,516000,Luján
P00019,Ana López,30-98765437-1,Servicios,Responsable inscripto,Ana López,ana.lopez@correo.com,9012-3456,S.A,,2024-05-17,503100,Cordoba
P00091,Pedro Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Morales,pedro.morales@correo.zom,1234-5678,S.A,,2024-06-29,514100,Luján
P00031,María Gómez,30-98765437-1,Materiales,Monotributista,María Gómez,maria.gomez@correo.zom,1234-5678,S.A,,2024-01-20,506100,Bahía Blanca
P00028,Andrés Martínez,30-98765437-1,Materiales,Responsable inscripto,Andrés Martínez,andres.martinez@correo.zom,8901-2345,S.R.L,,2024-05-06,516000,Buenos Aires
P00078,Servicios Gamma S.A.,30-98765437-1,Materiales,Monotributista,Servicios Gamma,servicios.gamma@correo.zom,8901-2345,S.R.L,,2024-06-15,506100,San Martín
P00035,Victor Pérez,30-98765437-1,Servicios,Monotributista,Victor Pérez,victor.perez@correo.zom,5678-9012,S.A,,2024-05-18,501400,Río Grande
P00100,Gabriela Morales,30-98765437-1,Materiales,Monotributista,Gabriela Morales,gabriela.morales@empresa.zom,0123-4567,S.R.L,,2024-01-07,503100,Rio Gallegos
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L,,2024-01-18,514100,Buenos Aires
P00075,Servicios Alpha S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Alpha,servicios.alpha@correo.zom,5678-9012,S.A,,2024-06-30,516000,Rawson
P00041,Proveedora SRL,30-98765437-1,Servicios,Monotributista,Proveedora SRL,proveedora.srl@empresa.zom,1234-5678,S.R.L,,2024-01-19,501400,Salta
P00029,Grupo Omega,30-98765437-1,Servicios,Monotributista,Laura Fernández,laura.fernandez@correo.com,9012-3456,S.A,,2024-03-12,501400,Rio Gallegos
P00084,Fernando Pérez,30-98765437-1,Servicios,Monotributista,Fernando Pérez,fernando.perez@correo.zom,4567-8901,S.R.L,,2024-01-05,509100,Río Cuarto
P00094,Gabriela Martínez,30-98765437-1,Agente impositivo,Monotributista,Gabriela Martínez,gabriela.martinez@empresa.zom,4567-8901,S.R.L,,2024-03-02,503100,Oberá
P00028,Andrés Martínez,30-98765437-1,Materiales,Responsable inscripto,Andrés Martínez,andres.martinez@correo.zom,8901-2345,S.R.L,,2024-03-25,516000,Luján
P00027,Compañía Zeta,30-98765437-1,Servicios,Responsable inscripto,Ana García,ana.garcia@empresa.com,7890-1234,S.A,,2024-03-26,514100,Villa María
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L,,2024-02-16,516000,Viedma
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L,,2024-06-10,516000,Posadas
P00099,Servicios Repuestos,30-98765437-1,Servicios,Responsable inscripto,Servicios Repuestos,servicios.repuestos@correo.com,9012-3456,S.A,,2024-05-26,501400,Neuquén
P00025,Servicios Delta,30-98765437-1,Agente impositivo,Responsable inscripto,Sergio García,sergio.garcia@empresa.zom,5678-9012,S.A,,2024-05-30,506100,Villa María
P00015,Rosa Pérez,30-98765437-1,Agente impositivo,Responsable inscripto,Rosa Pérez,rosa.perez@correo.zom,5678-9012,S.A,,2024-05-19,509100,San Fernando del Valle de Catamarca
P00016,Marketing Global,30-98765437-1,Servicios,Responsable inscripto,Gabriela Gómez,gabriela.gomez@empresa.com,6789-0123,S.R.L,,2024-04-09,514100,Mar del Plata
P00047,Servicios SRL,30-98765437-1,Servicios,Responsable inscripto,Servicios SRL,servicios.srl@empresa.zom,7890-1234,S.R.L,,2024-05-01,501400,Oberá
P00010,Soluciones Gama,30-98765437-1,Servicios,Responsable inscripto,Javier Martínez,javier.martinez@empresa.com,0123-4567,S.R.L,,2024-05-02,514100,Bahía Blanca
P00089,Mariana Morales,30-98765437-1,Servicios,Responsable inscripto,Mariana Morales,mariana.morales@correo.com,9012-3456,S.A,,2024-01-18,506100,Rosario
P00024,Mariana Rodríguez,30-98765437-1,Servicios,Monotributista,Mariana Rodríguez,mariana.rodriguez@correo.zom,4567-8901,S.R.L,,2024-03-11,503100,Luján
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L,,2024-06-22,516000,Mendoza
P00014,Estudio Jurídico Alfa,30-98765437-1,Materiales,Responsable inscripto,María Hernández,maria.hernandez@correo.com,4567-8901,S.R.L,,2024-06-19,506100,Buenos Aires
P00017,Julio Fernández,30-98765437-1,Materiales,Monotributista,Julio Fernández,julio.fernandez@correo.zom,7890-1234,S.A,,2024-03-05,516000,Formosa
P00021,Distribuciones ABC,30-98765437-1,Servicios,Monotributista,Francisco Gómez,francisco.gomez@correo.zom,1234-5678,S.A,,2024-03-28,509100,Resistencia
P00008,Compañía Beta,30-98765437-1,Agente impositivo,Monotributista,Laura Martínez,laura.martinez@empresa.zom,8901-2345,S.R.L,,2024-01-21,506100,Jujuy
P00020,Juegos del Norte,30-98765437-1,Materiales,Responsable inscripto,Pablo Fernández,pablo.fernandez@empresa.zom,0123-4567,S.R.L,,2024-04-15,506100,Río Cuarto
P00018,Consultora Zeta,30-98765437-1,Servicios,Responsable inscripto,Laura Sánchez,laura.sanchez@empresa.zom,8901-2345,S.R.L,,2024-02-04,501400,Merlo
