numero,nombre,tipo,contacto,mail,telefono,razon,contribuyente,cuit,fecha,activo,frecuencia,importe,nro_cuenta,pais
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,462336.0,405100,Brasil
D00131,InnovaLogix S.A.,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,S.A,Exento,27-65432109-8,2023-01-01,True,Bimestral,572372.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,563349.0,405100,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,117902.0,405100,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,262263.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,345240.0,405100,Argentina
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.R.L,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,371932.0,403103,Venezuela
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,31692.0,405100,Brasil
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,472790.0,405100,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,410481.0,405100,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,445924.0,405100,Brasil
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,269664.0,403103,Colombia
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,93637.0,403103,Bolivia
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,774305.0,404100,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,356384.0,403103,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,390950.0,404100,Brasil
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,129491.0,403103,Paraguay
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,470152.0,405100,Colombia
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,341986.0,405100,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,578153.0,405100,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,447841.0,403103,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,234722.0,405100,Brasil
D00112,Global Energies S.A.,Estado,Contacto A,globalenergiess.a.@example.net,(+)598 5503-7127,S.A,Responsable Inscripto,25-36901514-8,2019-08-13,True,Anual,260898.0,404100,Uruguay
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,609982.0,404100,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,402281.0,404100,Argentina
D00131,InnovaLogix S.A.,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,S.A,Exento,27-65432109-8,2023-01-01,True,Bimestral,408599.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,697998.0,405100,Chile
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,500982.0,403103,Colombia
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,544174.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,255436.0,405100,Argentina
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,570995.0,405100,Colombia
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,307348.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,680131.0,404100,Uruguay
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,GOB,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,488646.0,403103,Venezuela
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,334523.0,405100,Brasil
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,92066.0,405100,Brasil
D00140,EcoTransporte S.A.,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,S.A,Exento,30-33445566-7,2022-01-04,False,Semestral,309601.0,405100,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,38437.0,405100,Argentina
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,449104.0,405100,Brasil
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,797809.0,404100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,149397.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,630203.0,405100,Argentina
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,366542.0,405100,Brasil
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,368134.0,404100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,130889.0,404100,Uruguay
D00116,Universidad del Sur,Empresa,Contacto V,universidadds@mail.com,(+)51 5550-9220,S.A,Responsable Inscripto,29-38793456-3,2018-12-23,True,Anual,185679.0,403103,Perú
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,675277.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,675154.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,788229.0,405100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,121690.0,405100,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.A.S,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,243430.0,403103,Venezuela
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,537160.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,760502.0,404100,Uruguay
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,265027.0,405100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,202733.0,403103,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,596040.0,404100,Brasil
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,553331.0,405100,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,667281.0,405100,Argentina
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,547298.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,469510.0,404100,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,238802.0,404100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,87280.0,405100,Brasil
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 5550-9223,GOB,Exento,34-01712356-6,2018-01-26,True,Anual,190938.0,404100,Chile
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,747671.0,405100,Chile
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,771106.0,405100,Colombia
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,73466.0,405100,Argentina
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,S.A,Responsable Inscripto,34-38765566-0,2024-01-01,False,Mensual,57632.0,403103,México
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,16927.0,403103,Bolivia
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.R.L,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,435348.0,403103,Venezuela
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,487746.0,405100,México
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,773286.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,663026.0,405100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,577317.0,404100,Uruguay
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345670-9,2024-01-02,True,Mensual,221969.0,405100,Argentina
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,35115.0,403103,Brasil
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,71381.0,405100,México
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,64959.0,403103,Chile
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,683505.0,404100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,334462.0,403103,Paraguay
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,90795.0,405100,Colombia
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,575890.0,405100,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,739084.0,404100,Argentina
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,626668.0,405100,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,S.A,Responsable Inscripto,34-38765566-0,2024-01-01,False,Mensual,88336.0,403103,México
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,85785.0,405100,Brasil
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,459222.0,405100,México
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,445942.0,404100,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,607880.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,739298.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,704002.0,405100,Argentina
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,232185.0,405100,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,647753.0,405100,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,S.A,Responsable Inscripto,34-38765566-0,2024-01-01,False,Mensual,58897.0,403103,México
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,55346.0,405100,México
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345678-9,2024-01-02,True,Mensual,293230.0,405100,Argentina
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,45976.0,403103,Chile
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,43290.0,403103,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.A,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,540812.0,403103,Venezuela
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,75887.0,405100,Colombia
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,239793.0,404100,Uruguay
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,S.R.L,Responsable Inscripto,25-67890123-0,2024-01-04,True,Mensual,551050.0,405100,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,115458.0,405100,Argentina
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,627181.0,404100,Brasil
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,149833.0,405100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,539067.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,776587.0,405100,Argentina
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,60901.0,403103,Brasil
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,173308.0,403103,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,97534.0,405100,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,66576.0,405100,México
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345678-9,2024-01-02,True,Mensual,568883.0,405100,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,578868.0,404100,Argentina
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,351798.0,405100,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,571778.0,405100,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,S.A,Responsable Inscripto,34-38765566-0,2024-01-01,False,Mensual,33079.0,403103,México
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,340346.0,404100,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,668347.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,159307.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,700318.0,405100,Argentina
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,546208.0,405100,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,783804.0,405100,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,bebidassa@mail.com,(+)52 55 1234 4324,S.A,Responsable Inscripto,34-38765566-0,2024-01-01,False,Mensual,24515.0,403103,México
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.A,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,515890.0,403103,Venezuela
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,S.R.L,Responsable Inscripto,25-67890123-0,2024-01-04,True,Mensual,700290.0,405100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,178456.0,404100,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,86746.0,405100,Brasil
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345678-9,2024-01-02,True,Mensual,470187.0,405100,Argentina
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,225900.0,403103,Chile
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,92342.0,403103,Brasil
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,117968.0,405100,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,83697.0,405100,México
D00116,Universidad del Sur,Empresa,Contacto V,universidadds@mail.com,(+)51 5550-9220,S.A,Responsable Inscripto,29-38793456-3,2018-12-23,True,Anual,43675.0,403103,Perú
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,659415.0,404100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,152701.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,782687.0,405100,Argentina
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345678-9,2024-01-02,True,Mensual,347778.0,405100,Argentina
