Numero Proveedor,Nombre Proveedor,CUIT,Categoria Proveedor,Tipo de Contribuyente,Contacto,Corre Electronico,Telefono,Razon Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Maps,Ciudad-maps
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,295728.0,11/03/2020,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,201749.0,10/06/2020,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,269410.0,10/09/2020,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,156276.0,1/11/2020,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,156276.0,13/02/2021,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,124428.0,28/01/2021,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,217800.0,28/09/2022,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,59893.0,14/03/2020,507100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,43682.0,13/06/2020,507100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,228649.0,13/09/2020,507100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845.0,4/11/2020,507100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845.0,16/02/2021,507100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,61059.0,1/02/2021,507100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,268049.0,1/10/2022,507100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,44782.0,17/03/2020,509100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,36878.0,16/06/2020,509100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,47698.0,16/09/2020,509100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,298913.0,7/11/2020,509100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,11442.0,19/02/2021,509100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,183119.0,4/02/2021,509100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,229698.0,4/10/2022,509100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,195892.0,20/03/2020,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,113452.0,19/06/2020,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,20782.0,19/09/2020,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,10509.0,10/11/2020,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,10587.0,22/02/2021,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,202693.0,7/02/2021,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,102297.0,7/10/2022,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,108357.0,23/03/2020,502100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,280161.0,22/06/2020,502100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,138216.0,22/09/2020,502100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,239084.0,13/11/2020,502100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,13020.0,25/02/2021,502100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,26156.0,10/02/2021,502100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,24358.0,10/10/2022,502100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,221537.0,26/03/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,164567.0,25/06/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,91071.0,25/09/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,98759.0,16/11/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,217800.0,28/02/2021,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,295351.0,13/02/2021,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,165797.0,13/10/2022,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,277194.0,29/03/2020,507100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,137527.0,28/06/2020,507100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,157821.0,28/09/2020,507100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,22735.0,19/11/2020,507100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,268049.0,1/03/2021,507100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,195051.0,16/02/2021,507100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,260964.0,16/10/2022,507100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00038,Laura Fernández,30-98765437-1,Servicios,Monotributista,Laura Fernández,laura.fernandez@empresa.zom,8901-2345,S.R.L.,10164.0,2/6/24/,509100,Jujuy,Argentina,"(-23.3161458, -65.7595288)","Jujuy, Argentina"
P00100,Gabriela Morales,30-98765437-1,Materiales,Monotributista,Gabriela Morales,gabriela.morales@empresa.zom,0123-4567,S.R.L.,11660.0,31/1/24/,503100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00067,Estudio Jurídico S.A.,30-98765437-1,Materiales,Responsable inscripto,Estudio Jurídico,estudio.juridico@correo.com,7890-1234,S.A.,15039.0,13/5/24/,509100,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00002,Pedro González,30-98765437-1,Servicios,Monotributista,Pedro González,pedro.gonzalez@correo.zom,2345-6789,S.R.L.,18521.0,8/2/24/,503100,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00092,Consultora Zeta,30-98765437-1,Servicios,Monotributista,Consultora Zeta,consultora.zeta@empresa.zom,2345-6789,S.R.L.,19014.0,19/1/24/,516000,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L.,19483.0,12/1/24/,514100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
D00030,Constructora Beta,30-98765437-1,Servicios,Responsable inscripto,Ricardo Martínez,ricardo.martinez@empresa.zom,0123-4567,S.R.L.,23335.0,7/1/24/,503100,Merlo,Argentina,"(-34.6604988, -58.7321695)","Merlo, Argentina"
P00060,Roberto Pérez,30-98765437-1,Agente impositivo,Monotributista,Roberto Pérez,roberto.perez@correo.zom,0123-4567,S.R.L.,24035.0,27/2/24/,503100,Calafate,Argentina,"(-19.92233555, -43.9702944964783)","Calafate, Argentina"
P00073,Andrés García,30-98765437-1,Materiales,Responsable inscripto,Andrés García,andres.garcia@correo.zom,3456-7890,S.A.,24573.0,13/6/24/,509100,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00027,Compañía Zeta,30-98765437-1,Servicios,Responsable inscripto,Ana García,ana.garcia@empresa.com,7890-1234,S.A.,24710.0,29/2/24/,514100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00010,Soluciones Gama,30-98765437-1,Servicios,Responsable inscripto,Javier Martínez,javier.martinez@empresa.com,0123-4567,S.R.L.,28033.0,28/1/24/,514100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00012,Proveedor Ltda.,30-98765437-1,Servicios,Responsable inscripto,Natalia Gómez,natalia.gomez@empresa.com,2345-6789,S.R.L.,29110.0,9/4/24/,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00075,Servicios Alpha S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Alpha,servicios.alpha@correo.zom,5678-9012,S.A.,30219.0,3/5/24/,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00005,Carlos Méndez,30-98765437-1,Servicios,Monotributista,Carlos Méndez,carlos.mendez@correo.com,5678-9012,S.A.,30808.0,14/4/24/,516000,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00033,Servicios & Co.,30-98765437-1,Servicios,Monotributista,Gabriela Sánchez,gabriela.sanchez@correo.zom,3456-7890,S.A.,32000.0,29/1/24/,514100,Gualeguaychú,Argentina,"(-33.0078585, -58.5103466)","Gualeguaychú, Argentina"
P00094,Gabriela Martínez,30-98765437-1,Agente impositivo,Monotributista,Gabriela Martínez,gabriela.martinez@empresa.zom,4567-8901,S.R.L.,37732.0,21/3/24/,503100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00079,Ana Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Ana Morales,ana.morales@correo.zom,9012-3456,S.A.A,38459.0,21/5/24/,509100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00072,Estudio Consultores,30-98765437-1,Servicios,Monotributista,Estudio Consultores,estudio.consultores@empresa.zom,2345-6789,S.R.L.,39168.0,6/2/24/,506100,Merlo,Argentina,"(-34.6604988, -58.7321695)","Merlo, Argentina"
P00082,Gabriela Torres,30-98765437-1,Servicios,Monotributista,Gabriela Torres,gabriela.torres@correo.com,2345-6789,S.R.L.,39175.0,15/2/24/,503100,Luján,Argentina,"(-34.5661734, -59.1152598)","Luján, Argentina"
P00054,Claudia Ruiz,30-98765437-1,Materiales,Monotributista,Claudia Ruiz,claudia.ruiz@empresa.zom,4567-8901,S.R.L.,40126.0,8/1/24/,503100,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00043,Ricardo García,30-98765437-1,Agente impositivo,Monotributista,Ricardo García,ricardo.garcia@empresa.zom,3456-7890,S.A.,42905.0,15/4/24/,506100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00049,Mariana García,30-98765437-1,Agente impositivo,Responsable inscripto,Mariana García,mariana.garcia@correo.com,9012-3456,S.A.,43426.0,23/2/24/,506100,Merlo,Argentina,"(-34.6604988, -58.7321695)","Merlo, Argentina"
P00065,Servicios Beta,30-98765437-1,Materiales,Responsable inscripto,Laura Gómez,laura.gomez@empresa.zom,5678-9012,S.A.,45663.0,5/1/24/,503100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00034,Empresas SRL,30-98765437-1,Materiales,Responsable inscripto,Ana López,ana.lopez@empresa.zom,4567-8901,S.R.L.,46612.0,2/3/24/,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00099,Servicios Repuestos,30-98765437-1,Servicios,Responsable inscripto,Servicios Repuestos,servicios.repuestos@correo.com,9012-3456,S.A.,50432.0,3/6/24/,501400,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00057,Consultora Beta,30-98765437-1,Agente impositivo,Responsable inscripto,Consultora Beta,consultora.beta@empresa.zom,7890-1234,S.A.,51264.0,12/4/24/,514100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00055,Servicios Alpha,30-98765437-1,Servicios,Responsable inscripto,Servicios Alpha,servicios.alpha@correo.zom,5678-9012,S.A.,55617.0,15/3/24/,506100,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00097,Proveedora Consultora,30-98765437-1,Servicios,Responsable inscripto,Proveedora Consultora,proveedora.consultora@empresa.zom,7890-1234,S.A.A,56026.0,16/3/24/,514100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00008,Compañía Beta,30-98765437-1,Agente impositivo,Monotributista,Laura Martínez,laura.martinez@empresa.zom,8901-2345,S.R.L.,58428.0,12/6/24/,506100,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00085,Estudio Consultores,30-98765437-1,Materiales,Responsable inscripto,Estudio Consultores,estudio.consultores@correo.com,5678-9012,S.A.A,60583.0,9/6/24/,514100,La Plata,Argentina,"(-34.9206797, -57.9537638)","La Plata, Argentina"
P00018,Consultora Zeta,30-98765437-1,Servicios,Responsable inscripto,Laura Sánchez,laura.sanchez@empresa.zom,8901-2345,S.R.L.,62378.0,3/1/24/,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00070,Mariana López,30-98765437-1,Servicios,Monotributista,Mariana López,mariana.lopez@correo.zom,0123-4567,S.R.L.,66873.0,11/3/24/,501400,San Luis,Argentina,"(38.6280278, -90.1910154)","San Luis, Argentina"
P00056,Repuestos S.A.,30-98765437-1,Materiales,Monotributista,Roberto Díaz,roberto.diaz@correo.zom,6789-0123,S.R.L.,71853.0,2/5/24/,509100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00004,Servicios AB,30-98765437-1,Agente impositivo,Responsable inscripto,Laura Ruiz,laura.ruiz@correo.zom,4567-8901,S.R.L.,72357.0,9/3/24/,509100,San Luis,Argentina,"(38.6280278, -90.1910154)","San Luis, Argentina"
P00083,Proveedora Gamma,30-98765437-1,Materiales,Responsable inscripto,Proveedora Gamma,proveedora.gamma@empresa.zom,3456-7890,S.A.,73957.0,16/2/24/,506100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00074,Proveedora SRL,30-98765437-1,Agente impositivo,Monotributista,Proveedora SRL,proveedora.srl@correo.zom,4567-8901,S.R.L.,74744.0,10/5/24/,514100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00073,Andrés García,30-98765437-1,Materiales,Responsable inscripto,Andrés García,andres.garcia@correo.zom,3456-7890,S.A.,75070.0,18/3/24/,509100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
D00037,Distribuciones AB,30-98765437-1,Materiales,Responsable inscripto,Gabriela Ruiz,gabriela.ruiz@correo.com,7890-1234,S.A.,75330.0,8/3/24/,506100,San Fernando del Valle de Catamarca,Argentina,"(-28.4688806, -65.7790642)","San Fernando del Valle de Catamarca, Argentina"
P00014,Estudio Jurídico Alfa,30-98765437-1,Materiales,Responsable inscripto,María Hernández,maria.hernandez@correo.com,4567-8901,S.R.L.,78723.0,15/1/24/,506100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00076,Repuestos Beta S.A.,30-98765437-1,Servicios,Monotributista,Repuestos Beta,repuestos.beta@empresa.zom,6789-0123,S.R.L.,79911.0,10/5/24/,501400,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00095,Servicios Consultores,30-98765437-1,Servicios,Responsable inscripto,Servicios Consultores,servicios.consultores@correo.com,5678-9012,S.A.,80841.0,28/6/24/,506100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00036,Consultora S.A.,30-98765437-1,Servicios,Responsable inscripto,Marcela Martínez,marcela.martinez@empresa.zom,6789-0123,S.R.L.,83555.0,4/1/24/,503100,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00068,Roberto Morales,30-98765437-1,Agente impositivo,Monotributista,Roberto Morales,roberto.morales@correo.zom,8901-2345,S.R.L.,84567.0,27/3/24/,514100,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00060,Roberto Pérez,30-98765437-1,Agente impositivo,Monotributista,Roberto Pérez,roberto.perez@correo.zom,0123-4567,S.R.L.,85688.0,6/1/24/,506100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00074,Proveedora SRL,30-98765437-1,Agente impositivo,Monotributista,Proveedora SRL,proveedora.srl@correo.zom,4567-8901,S.R.L.,86825.0,4/6/24/,514100,Luján,Argentina,"(-34.5661734, -59.1152598)","Luján, Argentina"
P00081,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.zom,1234-5678,S.A.,88494.0,11/2/24/,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00026,Carlos López,30-98765437-1,Materiales,Monotributista,Carlos López,carlos.lopez@correo.com,6789-0123,S.R.L.,92650.0,9/1/24/,509100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00086,Ana Gómez,30-98765437-1,Servicios,Monotributista,Ana Gómez,ana.gomez@empresa.zom,6789-0123,S.R.L.,95580.0,14/6/24/,516000,Trelew,Argentina,"(-43.2531242, -65.3094407)","Trelew, Argentina"
P00081,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.zom,1234-5678,S.A.,98664.0,1/4/24/,501400,Jujuy,Argentina,"(-23.3161458, -65.7595288)","Jujuy, Argentina"
P00009,Fernando Gómez,30-98765437-1,Materiales,Responsable inscripto,Fernando Gómez,fernando.gomez@correo.zom,9012-3456,S.A.,98854.0,20/1/24/,509100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00007,Ana Sánchez,30-98765437-1,Servicios,Responsable inscripto,Ana Sánchez,ana.sanchez@correo.com,7890-1234,S.A.,101603.0,6/5/24/,503100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00044,Grupo Beta,30-98765437-1,Servicios,Responsable inscripto,María Rodríguez,maria.rodriguez@correo.zom,4567-8901,S.R.L.,108214.0,20/3/24/,509100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00024,Mariana Rodríguez,30-98765437-1,Servicios,Monotributista,Mariana Rodríguez,mariana.rodriguez@correo.zom,4567-8901,S.R.L.,108316.0,2/4/24/,503100,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00086,Ana Gómez,30-98765437-1,Servicios,Monotributista,Ana Gómez,ana.gomez@empresa.zom,6789-0123,S.R.L.,110248.0,28/2/24/,516000,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00077,Javier Rodríguez,30-98765437-1,Servicios,Responsable inscripto,Javier Rodríguez,javier.rodriguez@correo.com,7890-1234,S.A.,111243.0,22/3/24/,503100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00076,Repuestos Beta S.A.,30-98765437-1,Servicios,Monotributista,Repuestos Beta,repuestos.beta@empresa.zom,6789-0123,S.R.L.,112002.0,18/4/24/,501400,San Martín,Argentina,"(18.0814066, -63.0467131)","San Martín, Argentina"
P00063,Grupo SRL,30-98765437-1,Agente impositivo,Responsable inscripto,Grupo SRL,grupo.srl@empresa.zom,3456-7890,S.R.L.,112835.0,22/2/24/,516000,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00015,Rosa Pérez,30-98765437-1,Agente impositivo,Responsable inscripto,Rosa Pérez,rosa.perez@correo.zom,5678-9012,S.A.,115620.0,24/5/24/,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
D00011,Javier López,30-98765437-1,Agente impositivo,Monotributista,Javier López,javier.lopez@correo.zom,1234-5678,S.A.,117106.0,4/6/24/,516000,Viedma,Argentina,"(-40.8084274, -62.994722)","Viedma, Argentina"
