Numero Proveedor,Nombre Proveedor,CUIT,Categoria Proveedor,Tipo de Contribuyente,Contacto,Corre Electronico,Telefono,Razon Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Maps
P00081,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.zom,1234-5678,S.A.,,1/4/24/,501400,Buenos Aires,Argentina,
P00009,Fernando Gómez,30-98765437-1,Materiales,Responsable inscripto,Fernando Gómez,fernando.gomez@correo.zom,9012-3456,S.A.,,20/1/24/,509100,Calafate,Argentina,
P00007,Ana Sánchez,30-98765437-1,Servicios,Responsable inscripto,Ana Sánchez,ana.sanchez@correo.com,7890-1234,S.A.,,6/5/24/,503100,Rafaela,Argentina,
P00044,Grupo Beta,30-98765437-1,Servicios,Responsable inscripto,María Rodríguez,maria.rodriguez@correo.zom,4567-8901,S.R.L.,,20/3/24/,509100,Santiago del Estero,Argentina,
P00024,Mariana Rodríguez,30-98765437-1,Servicios,Monotributista,Mariana Rodríguez,mariana.rodriguez@correo.zom,4567-8901,S.R.L.,,2/4/24/,503100,Mendoza,Argentina,
P00086,Ana Gómez,30-98765437-1,Servicios,Monotributista,Ana Gómez,ana.gomez@empresa.zom,6789-0123,S.R.L.,,28/2/24/,516000,Calafate,Argentina,
P00077,Javier Rodríguez,30-98765437-1,Servicios,Responsable inscripto,Javier Rodríguez,javier.rodriguez@correo.com,7890-1234,S.A.,,22/3/24/,503100,General Roca,Argentina,
P00076,Repuestos Beta S.A.,30-98765437-1,Servicios,Monotributista,Repuestos Beta,repuestos.beta@empresa.zom,6789-0123,S.R.L.,,18/4/24/,501400,Buenos Aires,Argentina,
P00063,Grupo SRL,30-98765437-1,Agente impositivo,Responsable inscripto,Grupo SRL,grupo.srl@empresa.zom,3456-7890,S.R.L.,,22/2/24/,516000,San Fernando,Argentina,
P00015,Rosa Pérez,30-98765437-1,Agente impositivo,Responsable inscripto,Rosa Pérez,rosa.perez@correo.zom,5678-9012,S.A.,,24/5/24/,509100,Rafaela,Argentina,
D00011,Javier López,30-98765437-1,Agente impositivo,Monotributista,Javier López,javier.lopez@correo.zom,1234-5678,S.A.,,4/6/24/,516000,Mendoza,Argentina,
P00059,Proveedores SRL,30-98765437-1,Servicios,Responsable inscripto,Proveedores SRL,proveedores.srl@empresa.zom,9012-3456,S.R.L.,,29/1/24/,501400,Rio Gallegos,Argentina,
P00017,Julio Fernández,30-98765437-1,Materiales,Monotributista,Julio Fernández,julio.fernandez@correo.zom,7890-1234,S.A.,,1/5/24/,516000,Neuquén,Argentina,
P00045,Compañía Zeta,30-98765437-1,Materiales,Monotributista,Gabriela Torres,gabriela.torres@empresa.com,5678-9012,S.A.,,29/6/24/,514100,San Juan,Argentina,
P00020,Juegos del Norte,30-98765437-1,Materiales,Responsable inscripto,Pablo Fernández,pablo.fernandez@empresa.zom,0123-4567,S.R.L.,,17/3/24/,506100,Rosario,Argentina,
P00021,Distribuciones ABC,30-98765437-1,Servicios,Monotributista,Francisco Gómez,francisco.gomez@correo.zom,1234-5678,S.A.,,6/5/24/,509100,San Rafael,Argentina,
P00069,Proveedores Beta,30-98765437-1,Servicios,Responsable inscripto,Proveedores Beta,proveedores.beta@empresa.zom,9012-3456,S.A.,,21/6/24/,516000,San Rafael,Argentina,
P00097,Proveedora Consultora,30-98765437-1,Servicios,Responsable inscripto,Proveedora Consultora,proveedora.consultora@empresa.zom,7890-1234,S.A.A,,30/6/24/,514100,Buenos Aires,Argentina,
P00087,Consultora Zeta SRL,30-98765437-1,Servicios,Responsable inscripto,Consultora Zeta,consultora.zeta@correo.zom,7890-1234,S.R.L.,,6/3/24/,501400,Villa Carlos Paz,Argentina,
P00012,Proveedor Ltda.,30-98765437-1,Servicios,Responsable inscripto,Natalia Gómez,natalia.gomez@empresa.com,2345-6789,S.R.L.,,3/6/24/,501400,Buenos Aires,Argentina,
P00023,Inversiones Sigma,30-98765437-1,Servicios,Responsable inscripto,Carlos Jiménez,carlos.jimenez@empresa.com,3456-7890,S.A.,,12/1/24/,501400,Oberá,Argentina,
P00019,Ana López,30-98765437-1,Servicios,Responsable inscripto,Ana López,ana.lopez@correo.com,9012-3456,S.A.,,6/4/24/,503100,Rosario,Argentina,
P00082,Gabriela Torres,30-98765437-1,Servicios,Monotributista,Gabriela Torres,gabriela.torres@correo.com,2345-6789,S.R.L.,,16/5/24/,503100,Villa Allende,Argentina,
P00085,Estudio Consultores,30-98765437-1,Materiales,Responsable inscripto,Estudio Consultores,estudio.consultores@correo.com,5678-9012,S.A.A,,9/2/24/,514100,Villa María,Argentina,
P00077,Javier Rodríguez,30-98765437-1,Servicios,Responsable inscripto,Javier Rodríguez,javier.rodriguez@correo.com,7890-1234,S.A.,,20/4/24/,503100,Buenos Aires,Argentina,
P00093,Servicios Proveedores,30-98765437-1,Servicios,Responsable inscripto,Servicios Proveedores,servicios.proveedores@correo.zom,3456-7890,S.A.,,9/1/24/,501400,San Luis,Argentina,
P00083,Proveedora Gamma,30-98765437-1,Materiales,Responsable inscripto,Proveedora Gamma,proveedora.gamma@empresa.zom,3456-7890,S.A.,,12/2/24/,506100,Buenos Aires,Argentina,
P00003,Empresa XYZ,30-98765437-1,Materiales,Responsable inscripto,María López,maria.lopez@empresa.com,3456-7890,S.A.,,18/1/24/,506100,Rawson,Argentina,
P00051,Gabriela Morales,30-98765437-1,Materiales,Responsable inscripto,Gabriela Morales,gabriela.morales@correo.zom,1234-5678,S.A.,,17/3/24/,514100,San Juan,Argentina,
P00078,Servicios Gamma S.A.,30-98765437-1,Materiales,Monotributista,Servicios Gamma,servicios.gamma@correo.zom,8901-2345,S.R.L.,,8/4/24/,506100,Buenos Aires,Argentina,
P00058,Alejandro Martínez,30-98765437-1,Servicios,Monotributista,Alejandro Martínez,alejandro.martinez@correo.com,8901-2345,S.R.L.,,19/2/24/,516000,Villa María,Argentina,
P00064,Consultora S.A.S.,30-98765437-1,Servicios,Monotributista,Consultora S.A.S.,consultora@correo.com,4567-8901,S.R.L.,,29/2/24/,501400,San Juan,Argentina,
P00033,Servicios & Co.,30-98765437-1,Servicios,Monotributista,Gabriela Sánchez,gabriela.sanchez@correo.zom,3456-7890,S.A.,,29/3/24/,514100,Junín,Argentina,
P00006,Grupo Alfa,30-98765437-1,Servicios,Responsable inscripto,Alberto Fernández,alberto.fernandez@empresa.zom,6789-0123,S.R.L.,,9/1/24/,501400,Río Cuarto,Argentina,
P00093,Servicios Proveedores,30-98765437-1,Servicios,Responsable inscripto,Servicios Proveedores,servicios.proveedores@correo.zom,3456-7890,S.A.,,27/6/24/,501400,San Pedro,Argentina,
P00040,Javier Martínez,30-98765437-1,Materiales,Responsable inscripto,Javier Martínez,javier.martinez@correo.com,0123-4567,S.R.L.,,18/3/24/,516000,Santiago del Estero,Argentina,
P00061,Servicios Zeta S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Zeta,servicios.zeta@empresa.com,1234-5678,S.A.,,14/2/24/,509100,Rio Gallegos,Argentina,
P00052,Pedro Sánchez,30-98765437-1,Agente impositivo,Monotributista,Pedro Sánchez,pedro.sanchez@correo.zom,2345-6789,S.R.L.,,18/2/24/,516000,Buenos Aires,Argentina,
P00079,Ana Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Ana Morales,ana.morales@correo.zom,9012-3456,S.A.A,,30/5/24/,509100,San Fernando del Valle de Catamarca,Argentina,
P00009,Fernando Gómez,30-98765437-1,Materiales,Responsable inscripto,Fernando Gómez,fernando.gomez@correo.zom,9012-3456,S.A.,,6/3/24/,509100,Luján,Argentina,
P00032,Repuestos Zeta,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Ruiz,roberto.ruiz@empresa.zom,2345-6789,S.R.L.,,1/1/24/,509100,Río Cuarto,Argentina,
P00025,Servicios Delta,30-98765437-1,Agente impositivo,Responsable inscripto,Sergio García,sergio.garcia@empresa.zom,5678-9012,S.A.,,5/6/24/,506100,Villa Carlos Paz,Argentina,
P00098,Consultora Alpha,30-98765437-1,Materiales,Monotributista,Consultora Alpha,consultora.alpha@correo.zom,8901-2345,S.R.L.,,4/4/24/,516000,Bahía Blanca,Argentina,
P00066,Marta López,30-98765437-1,Servicios,Monotributista,Marta López,marta.lopez@correo.zom,6789-0123,S.R.L.,,13/3/24/,506100,Posadas,Argentina,
P00016,Marketing Global,30-98765437-1,Servicios,Responsable inscripto,Gabriela Gómez,gabriela.gomez@empresa.com,6789-0123,S.R.L.,,10/4/24/,514100,Viedma,Argentina,
P00089,Mariana Morales,30-98765437-1,Servicios,Responsable inscripto,Mariana Morales,mariana.morales@correo.com,9012-3456,S.A.,,25/1/24/,506100,Rafaela,Argentina,
D00053,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.com,3456-7890,S.A.,,3/1/24/,501400,Mendoza,Argentina,
P00013,Repuestos Omega,30-98765437-1,Servicios,Monotributista,Sergio Castro,sergio.castro@correo.zom,3456-7890,S.A.,,14/4/24/,503100,San Rafael,Argentina,
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,,27/2/24/,514100,Santiago del Estero,Argentina,
P00013,Repuestos Omega,30-98765437-1,Servicios,Monotributista,Sergio Castro,sergio.castro@correo.zom,3456-7890,S.A.,,1/2/24/,503100,Buenos Aires,Argentina,
P00087,Consultora Zeta SRL,30-98765437-1,Servicios,Responsable inscripto,Consultora Zeta,consultora.zeta@correo.zom,7890-1234,S.R.L.,,19/3/24/,501400,Santiago del Estero,Argentina,
P00005,Carlos Méndez,30-98765437-1,Servicios,Monotributista,Carlos Méndez,carlos.mendez@correo.com,5678-9012,S.A.,,28/3/24/,514100,Viedma,Argentina,
P00098,Consultora Alpha,30-98765437-1,Materiales,Monotributista,Consultora Alpha,consultora.alpha@correo.zom,8901-2345,S.R.L.,,25/2/24/,516000,Santiago del Estero,Argentina,
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,,14/3/24/,516000,Rafaela,Argentina,
P00095,Servicios Consultores,30-98765437-1,Servicios,Responsable inscripto,Servicios Consultores,servicios.consultores@correo.com,5678-9012,S.A.,,30/3/24/,506100,Río Grande,Argentina,
P00050,Servicios Zeta,30-98765437-1,Servicios,Monotributista,Servicios Zeta,servicios.zeta@empresa.zom,0123-4567,S.R.L.,,4/1/24/,509100,La Plata,Argentina,
P00026,Carlos López,30-98765437-1,Materiales,Monotributista,Carlos López,carlos.lopez@correo.com,6789-0123,S.R.L.,,7/5/24/,509100,Calafate,Argentina,
P00062,Ana Gómez,30-98765437-1,Materiales,Monotributista,Ana Gómez,ana.gomez@correo.com,2345-6789,S.R.L.,,17/6/24/,514100,General Roca,Argentina,
P00001,Proveedora S.A.,30-98765437-1,Servicios,Responsable inscripto,Juan Pérez,juan.perez@empresa.com,1234-5678,S.A.,,18/3/24/,501400,Calafate,Argentina,
P00091,Pedro Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Morales,pedro.morales@correo.zom,1234-5678,S.A.,,18/4/24/,514100,Villa Allende,Argentina,
P00096,Mariana Fernández,30-98765437-1,Materiales,Monotributista,Mariana Fernández,mariana.fernandez@correo.com,6789-0123,S.R.L.,,4/3/24/,509100,Cordoba,Argentina,
P00023,Inversiones Sigma,30-98765437-1,Servicios,Responsable inscripto,Carlos Jiménez,carlos.jimenez@empresa.com,3456-7890,S.A.,,29/2/24/,501400,Jujuy,Argentina,
P00039,Estudio Zeta,30-98765437-1,Agente impositivo,Responsable inscripto,Estudio Zeta,estudio.zeta@correo.zom,9012-3456,S.A.,,23/3/24/,514100,Rawson,Argentina,
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L.,,9/6/24/,514100,Formosa,Argentina,
P00084,Fernando Pérez,30-98765437-1,Servicios,Monotributista,Fernando Pérez,fernando.perez@correo.zom,4567-8901,S.R.L.,,12/2/24/,509100,Buenos Aires,Argentina,
P00071,Servicios Gamma,30-98765437-1,Agente impositivo,Responsable inscripto,Servicios Gamma,servicios.gamma@correo.zom,1234-5678,S.A.,,3/3/24/,503100,Formosa,Argentina,
P00042,Gabriela López,30-98765437-1,Materiales,Responsable inscripto,Gabriela López,gabriela.lopez@correo.zom,2345-6789,S.R.L.,,14/2/24/,503100,Buenos Aires,Argentina,
P00096,Mariana Fernández,30-98765437-1,Materiales,Monotributista,Mariana Fernández,mariana.fernandez@correo.com,6789-0123,S.R.L.,,11/5/24/,509100,Buenos Aires,Argentina,
P00046,Pedro Ruiz,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Ruiz,pedro.ruiz@correo.com,6789-0123,S.R.L.,,26/1/24/,516000,San Rafael,Argentina,
P00092,Consultora Zeta,30-98765437-1,Servicios,Monotributista,Consultora Zeta,consultora.zeta@empresa.zom,2345-6789,S.R.L.,,22/2/24/,516000,Buenos Aires,Argentina,
P00019,Ana López,30-98765437-1,Servicios,Responsable inscripto,Ana López,ana.lopez@correo.com,9012-3456,S.A.,,17/5/24/,503100,Bahía Blanca,Argentina,
P00091,Pedro Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Morales,pedro.morales@correo.zom,1234-5678,S.A.,,29/6/24/,514100,Trelew,Argentina,
P00031,María Gómez,30-98765437-1,Materiales,Monotributista,María Gómez,maria.gomez@correo.zom,1234-5678,S.A.,,20/1/24/,506100,San Fernando del Valle de Catamarca,Argentina,
P00028,Andrés Martínez,30-98765437-1,Materiales,Responsable inscripto,Andrés Martínez,andres.martinez@correo.zom,8901-2345,S.R.L.,,6/5/24/,516000,Luján,Argentina,
P00078,Servicios Gamma S.A.,30-98765437-1,Materiales,Monotributista,Servicios Gamma,servicios.gamma@correo.zom,8901-2345,S.R.L.,,15/6/24/,506100,Formosa,Argentina,
P00035,Victor Pérez,30-98765437-1,Servicios,Monotributista,Victor Pérez,victor.perez@correo.zom,5678-9012,S.A.,,18/5/24/,501400,Mendoza,Argentina,
P00100,Gabriela Morales,30-98765437-1,Materiales,Monotributista,Gabriela Morales,gabriela.morales@empresa.zom,0123-4567,S.R.L.,,7/1/24/,503100,Buenos Aires,Argentina,
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,,18/1/24/,514100,Buenos Aires,Argentina,
P00075,Servicios Alpha S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Alpha,servicios.alpha@correo.zom,5678-9012,S.A.,,30/6/24/,516000,Junín,Argentina,
P00041,Proveedora SRL,30-98765437-1,Servicios,Monotributista,Proveedora SRL,proveedora.srl@empresa.zom,1234-5678,S.R.L.,,19/1/24/,501400,Formosa,Argentina,
P00029,Grupo Omega,30-98765437-1,Servicios,Monotributista,Laura Fernández,laura.fernandez@correo.com,9012-3456,S.A.,,12/3/24/,501400,Chaco,Argentina,
P00084,Fernando Pérez,30-98765437-1,Servicios,Monotributista,Fernando Pérez,fernando.perez@correo.zom,4567-8901,S.R.L.,,5/1/24/,509100,Rosario,Argentina,
P00094,Gabriela Martínez,30-98765437-1,Agente impositivo,Monotributista,Gabriela Martínez,gabriela.martinez@empresa.zom,4567-8901,S.R.L.,,2/3/24/,503100,Resistencia,Argentina,
P00028,Andrés Martínez,30-98765437-1,Materiales,Responsable inscripto,Andrés Martínez,andres.martinez@correo.zom,8901-2345,S.R.L.,,25/3/24/,516000,Resistencia,Argentina,
P00027,Compañía Zeta,30-98765437-1,Servicios,Responsable inscripto,Ana García,ana.garcia@empresa.com,7890-1234,S.A.,,26/3/24/,514100,Villa María,Argentina,
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L.,,16/2/24/,516000,Buenos Aires,Argentina,
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,,10/6/24/,516000,Buenos Aires,Argentina,
P00099,Servicios Repuestos,30-98765437-1,Servicios,Responsable inscripto,Servicios Repuestos,servicios.repuestos@correo.com,9012-3456,S.A.,,26/5/24/,501400,Buenos Aires,Argentina,
P00025,Servicios Delta,30-98765437-1,Agente impositivo,Responsable inscripto,Sergio García,sergio.garcia@empresa.zom,5678-9012,S.A.,,30/5/24/,506100,San Martín,Argentina,
P00015,Rosa Pérez,30-98765437-1,Agente impositivo,Responsable inscripto,Rosa Pérez,rosa.perez@correo.zom,5678-9012,S.A.,,19/5/24/,509100,Buenos Aires,Argentina,
P00016,Marketing Global,30-98765437-1,Servicios,Responsable inscripto,Gabriela Gómez,gabriela.gomez@empresa.com,6789-0123,S.R.L.,,9/4/24/,514100,Bahía Blanca,Argentina,
P00047,Servicios SRL,30-98765437-1,Servicios,Responsable inscripto,Servicios SRL,servicios.srl@empresa.zom,7890-1234,S.R.L.,,1/5/24/,501400,Mendoza,Argentina,
P00010,Soluciones Gama,30-98765437-1,Servicios,Responsable inscripto,Javier Martínez,javier.martinez@empresa.com,0123-4567,S.R.L.,,2/5/24/,514100,Río Cuarto,Argentina,
P00089,Mariana Morales,30-98765437-1,Servicios,Responsable inscripto,Mariana Morales,mariana.morales@correo.com,9012-3456,S.A.,,18/1/24/,506100,Mendoza,Argentina,
P00024,Mariana Rodríguez,30-98765437-1,Servicios,Monotributista,Mariana Rodríguez,mariana.rodriguez@correo.zom,4567-8901,S.R.L.,,11/3/24/,503100,Formosa,Argentina,
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L.,,22/6/24/,516000,General Roca,Argentina,
P00014,Estudio Jurídico Alfa,30-98765437-1,Materiales,Responsable inscripto,María Hernández,maria.hernandez@correo.com,4567-8901,S.R.L.,,19/6/24/,506100,San Fernando,Argentina,
P00017,Julio Fernández,30-98765437-1,Materiales,Monotributista,Julio Fernández,julio.fernandez@correo.zom,7890-1234,S.A.,,5/3/24/,516000,Buenos Aires,Argentina,
P00021,Distribuciones ABC,30-98765437-1,Servicios,Monotributista,Francisco Gómez,francisco.gomez@correo.zom,1234-5678,S.A.,,28/3/24/,509100,Merlo,Argentina,
P00008,Compañía Beta,30-98765437-1,Agente impositivo,Monotributista,Laura Martínez,laura.martinez@empresa.zom,8901-2345,S.R.L.,,21/1/24/,506100,Rafaela,Argentina,
P00020,Juegos del Norte,30-98765437-1,Materiales,Responsable inscripto,Pablo Fernández,pablo.fernandez@empresa.zom,0123-4567,S.R.L.,,15/4/24/,506100,San Juan,Argentina,
P00018,Consultora Zeta,30-98765437-1,Servicios,Responsable inscripto,Laura Sánchez,laura.sanchez@empresa.zom,8901-2345,S.R.L.,,4/2/24/,501400,San Juan,Argentina,
